id,En_count,O_Quant,R_Times,OTimes,OTimes_S,O_monthes,class
0,1,102,1,2,0.0475,2,0
1,1,114,2,2,0.0475,2,0
2,1,55,1,2,0.0475,2,0
3,1,55,1,1,0.024375,1,0
4,1,300,1,1,0.024375,1,0
5,3,230,1,4,0.14,3,0
6,2,72,2,2,0.0475,2,0
7,1,265,2,3,0.119375,2,0
8,2,622,2,5,0.159375,4,0
9,2,1250,3,6,0.2775,4,0
10,1,108,1,1,0.024375,1,0
11,1,35,1,1,0.024375,1,0
12,1,51,1,1,0.024375,1,0
13,3,589,7,13,0.919375,6,0
14,1,204,3,4,0.14,3,1
15,3,296,6,10,0.4375,6,0
16,7,1265,13,26,0.8275,18,0
17,4,357.9,2,9,0.224375,8,1
18,1,93,2,3,0.069375,3,0
19,6,2027,9,25,0.784375,16,0
20,4,110,2,5,0.209375,3,1
21,3,44,1,3,0.069375,3,0
22,12,3332,13,30,1.0875,18,0
23,9,3294,15,29,1.049375,18,1
24,5,205,4,7,0.194375,6,1
25,5,142,1,7,0.194375,6,0
26,3,35,1,3,0.119375,2,0
27,1,12,1,1,0.024375,1,0
28,1,52,1,1,0.024375,1,0
29,2,30,1,3,0.119375,2,0
30,2,230,1,6,0.1775,5,0
31,2,335.5,5,10,0.7375,5,0
32,2,70,1,2,0.0475,2,0
33,5,34.5,3,6,0.1775,5,0
34,3,404,2,7,0.194375,6,0
35,19,4399.8,19,85,3.509375,31,0
36,1,5,1,1,0.024375,1,0
37,2,157,1,2,0.0475,2,0
38,3,54,1,3,0.069375,3,0
39,4,4114.4,17,28,1.31,14,0
40,2,602.35,5,8,0.26,6,0
41,1,41.5,1,2,0.0475,2,1
42,7,1528,1,19,1.599375,9,0
43,5,4120.4,9,22,1.2975,11,0
44,13,4429.5,2,35,1.309375,18,0
45,4,689,1,13,1.169375,5,0
46,2,3661,2,22,4.9475,3,0
47,6,3621,3,27,1.619375,13,0
48,5,6771,4,25,2.284375,8,0
49,15,1778,4,46,4.9775,15,0
50,15,6582,4,81,10.374375,18,0
51,17,6794.59,3,43,2.619375,16,0
52,11,2597,2,21,1.699375,7,0
53,13,4062,3,31,1.674375,13,0
54,11,1748,3,29,1.599375,12,0
55,9,4648,2,27,2.419375,10,0
56,7,9512,3,23,1.744375,9,0
57,1,23948,3,3,0.119375,2,0
58,6,4504,1,10,0.4375,6,0
59,3,11462,2,6,0.2275,4,0
60,12,28858,4,39,3.324375,16,0
61,4,18241,3,10,0.3375,7,0
62,1,260,1,1,0.024375,1,0
63,8,8852,1,11,0.449375,7,0
64,2,607,2,3,0.119375,2,0
65,11,772,1,31,2.024375,12,0
66,7,1124,1,17,0.794375,9,0
67,16,5489,2,46,1.6275,22,0
68,21,5754,1,69,4.449375,21,0
69,4,1652,1,6,0.1775,5,0
70,8,2932,1,16,0.84,8,0
71,1,1373,5,30,6.5375,6,0
72,5,947,3,8,0.26,6,0
73,4,490,1,4,0.09,4,0
74,6,690,4,13,0.619375,7,0
75,6,913,1,11,0.299375,9,0
76,6,941,2,14,2.0275,3,0
77,5,824,1,18,2.9475,3,0
78,27,3468,4,112,29.91,18,0
79,28,7906.5,7,187,92.669375,22,0
80,12,1501,1,54,5.2775,22,0
81,1,9565,7,63,22.094375,5,0
82,4,2687,3,6,0.3275,3,0
83,1,58,1,1,0.024375,1,0
84,3,1034,3,3,0.069375,3,0
85,1,343,1,1,0.024375,1,0
86,1,183,1,2,0.0975,1,0
87,2,53,1,3,0.069375,3,0
88,1,543,2,1,0.024375,1,0
89,1,356,1,1,0.024375,1,0
90,3,1505,3,4,0.14,3,0
91,2,88,1,2,0.0475,2,0
92,3,220,2,8,0.21,7,0
93,1,190,1,1,0.024375,1,0
94,15,4005,2,29,2.149375,11,0
95,3,1170,4,2,0.0475,2,0
96,2,620,1,2,0.0975,1,0
97,19,7744,1,44,3.59,15,1
98,3,359,2,7,0.194375,6,1
99,3,541,3,3,0.119375,2,1
100,1,485,1,1,0.024375,1,1
101,6,2388,4,14,0.7275,7,1
102,4,3219,10,11,0.349375,8,0
103,6,7634.4,3,34,8.1275,8,0
104,2,922,1,5,0.409375,2,0
105,3,2087,2,3,0.069375,3,0
106,17,19875,8,79,5.374375,27,0
107,2,2363,1,3,0.119375,2,0
108,1,148,2,2,0.0975,1,0
109,1,9368,1,5,0.259375,3,1
110,14,5901,7,49,5.624375,18,0
111,10,3810,4,31,1.824375,13,1
112,6,3394,3,14,0.4775,10,0
113,2,972,4,2,0.0475,2,1
114,4,6361,4,5,0.109375,5,1
115,4,340,1,9,0.424375,5,1
116,3,46,1,3,0.069375,3,1
117,24,3433,1,73,5.544375,26,1
118,13,5478,2,148,23.11,33,1
119,13,10765,2,196,48.09,32,1
120,2,81,1,2,0.0475,2,1
121,5,447,2,9,0.374375,6,1
122,4,677,2,8,0.66,4,1
123,16,6003.5,8,116,9.74,31,0
124,24,8874,10,118,8.0975,33,0
125,20,1122,1,83,2.969375,33,0
126,18,3059,3,151,45.074375,27,1
127,20,3457,3,73,6.144375,25,1
128,10,1635,2,45,14.959375,9,1
129,5,812,1,9,0.224375,8,1
130,2,1205,1,4,0.39,1,1
131,1,1354,1,1,0.024375,1,1
132,1,1212,1,1,0.024375,1,0
133,1,2604,1,2,0.0975,1,0
134,3,143,1,5,0.209375,3,0
135,4,405,1,5,0.609375,1,0
136,3,665,1,15,4.784375,2,0
137,5,2449,4,15,2.684375,2,0
138,1,494,1,1,0.024375,1,0
139,9,1033,1,18,1.0975,9,0
140,8,1121,2,23,1.844375,10,0
141,2,35.5,1,3,0.069375,3,0
142,2,54,1,4,0.24,2,1
143,8,2280,2,37,1.669375,17,1
144,6,2532,6,23,0.744375,15,1
145,2,389,1,5,0.309375,2,1
146,1,826,4,12,0.81,4,1
147,7,624.3,3,23,1.544375,10,1
148,5,183.3,1,18,4.2975,4,1
149,4,722,1,22,2.7475,6,0
150,6,379,1,8,0.21,7,1
151,6,1340,2,10,0.2875,8,0
152,3,92.14,9,10,1.2375,4,1
153,2,304.7,1,7,0.294375,4,1
154,1,226.5,1,5,0.409375,2,1
155,4,484.8,2,7,0.144375,7,0
156,5,281.5,1,5,0.409375,2,0
157,4,1184.4,1,6,0.1775,5,0
158,4,834.3,5,7,0.594375,2,0
159,1,1625.8,6,5,0.209375,3,0
160,7,653,4,11,1.399375,3,0
161,2,26,3,3,0.119375,2,0
162,2,41,7,7,0.294375,5,0
163,2,43,8,9,0.524375,5,0
164,1,136,1,1,0.024375,1,0
165,2,63,1,4,0.14,3,0
166,3,235.2,2,3,0.119375,2,0
167,2,1512,3,4,0.24,2,0
168,2,2510,3,7,0.294375,5,0
169,1,1890.7,3,9,0.524375,5,0
170,2,154.8,1,5,0.409375,2,0
171,1,688.45,7,7,0.294375,5,0
172,1,570.4,2,6,0.3275,3,0
173,1,2169.3,2,1,0.024375,1,0
174,1,245,5,4,0.24,2,0
175,1,245,3,4,0.14,3,0
176,3,23,1,3,0.069375,3,0
177,3,41.8,2,4,0.14,3,0
178,5,37,1,7,0.144375,7,0
179,2,34,1,4,0.09,4,0
180,1,27.4,1,1,0.024375,1,0
181,2,19,1,3,0.119375,2,0
182,1,0.2,1,1,0.024375,1,0
183,27,1818.55,8,81,9.724375,26,0
184,1,2,1,1,0.024375,1,0
185,8,300.74,4,11,0.599375,6,0
186,1,19.94,1,1,0.024375,1,0
187,2,995.8,2,2,0.0475,2,0
188,3,146.8,5,5,0.109375,5,0
189,1,110,2,2,0.0975,1,1
190,1,196.3,1,3,0.219375,1,0
191,3,57,1,4,0.09,4,1
192,1,26.4,1,1,0.024375,1,0
193,5,47.5,1,7,0.494375,3,1
194,2,44.5,4,2,0.0475,2,0
195,1,28.2,1,1,0.024375,1,0
196,1,83.2,2,2,0.0475,2,0
197,2,158.6,3,3,0.069375,3,0
198,1,16.64,1,1,0.024375,1,1
199,3,131.46,3,4,0.09,4,0
201,1,30,1,1,0.024375,1,0
202,1,25,1,1,0.024375,1,0
203,1,4.99,1,1,0.024375,1,0
204,1,89.98,2,3,0.119375,2,0
205,2,111.96,3,4,0.09,4,0
206,2,1985,5,2,0.0475,2,0
207,5,18113,8,32,6.16,6,0
208,2,1601,1,3,0.069375,3,0
209,1,8709,3,14,1.7775,4,0
210,1,25393,8,18,7.8975,1,0
211,1,3889,4,7,0.194375,6,0
212,2,12595,5,52,25.86,6,0
213,3,23667,4,8,0.41,4,0
214,3,21458,5,47,11.044375,9,0
215,4,19779,1,52,15.71,10,0
216,5,946,1,10,0.7375,5,0
217,2,1981,1,19,3.049375,5,0
218,5,249.5,1,26,1.6775,11,0
219,2,970,1,2,0.0475,2,0
220,5,155,1,5,0.309375,2,0
221,10,1012,1,22,0.6475,15,0
222,11,3884,3,37,2.169375,16,0
223,2,2385,1,3,0.069375,3,0
224,23,3293,4,81,7.024375,25,0
225,12,4060,2,37,4.419375,10,0
226,27,14567,8,128,24.71,24,0
227,25,13132,6,105,6.184375,28,0
228,16,7935,5,52,4.46,14,0
229,25,20196,5,110,26.4375,22,0
230,8,2442,5,13,0.569375,7,1
231,8,2793,1,13,0.819375,7,1
232,32,23019,7,116,8.34,32,1
233,17,19745,5,54,3.6275,18,1
234,9,5420,5,20,1.25,10,1
235,7,12384,5,12,0.71,6,1
236,11,1098,2,27,2.169375,11,1
237,5,237,2,13,1.569375,4,0
238,22,1167.5,3,82,7.6475,19,1
239,15,1572,1,36,3.24,11,1
240,22,6145,4,105,12.134375,28,0
241,10,3015,2,49,11.874375,11,1
242,27,8160,10,150,21.2375,26,1
243,11,4285,14,19,1.799375,9,0
244,2,1135,2,3,0.069375,3,1
245,3,2319,2,4,0.24,2,0
246,8,1471,4,30,1.7875,13,0
247,11,4164,2,54,7.8275,13,1
248,15,4566,3,42,2.6975,18,1
249,13,5557,2,37,3.119375,14,0
250,14,3450,1,30,1.0875,18,1
251,14,6860,3,42,1.8475,20,1
252,16,24133,9,119,22.424375,21,1
253,11,481.2,3,36,3.34,11,1
254,11,9201,3,19,0.949375,11,1
255,1,462,1,1,0.024375,1,1
256,8,1986,1,29,14.299375,3,1
257,14,5054,1,82,14.0975,16,1
258,1,648,2,3,0.119375,2,1
259,4,5763,5,19,1.249375,8,0
260,2,1030,2,3,0.119375,2,1
261,11,914.4,2,29,2.749375,13,1
262,4,1043,3,10,0.2375,9,1
263,1,2151,1,1,0.024375,1,1
264,2,3494,2,10,0.9875,3,1
265,5,3657,3,23,1.244375,12,1
266,5,4555,3,16,1.34,6,1
267,12,11884,6,34,1.8275,15,1
268,7,8974,3,15,0.534375,10,0
269,1,2121.5,2,2,0.0975,1,1
270,3,4002,4,8,0.41,4,1
271,3,6598,3,8,0.36,5,1
272,1,373,2,1,0.024375,1,0
273,3,4777,1,5,0.159375,4,1
274,5,2133,4,43,7.569375,8,1
275,5,656,1,8,0.26,6,0
276,6,642,1,7,0.244375,5,0
277,3,8130,7,11,2.449375,2,0
278,1,10,2,2,0.0475,2,0
279,1,12,1,3,0.219375,1,1
280,1,14,3,3,0.119375,2,1
281,1,43,5,6,0.6275,2,1
282,3,49,3,7,0.244375,5,1
283,2,35,3,7,0.444375,4,0
284,1,13,1,1,0.024375,1,0
285,1,55,2,5,0.409375,2,1
286,2,27,2,6,0.3275,3,1
287,2,49,9,9,0.274375,7,1
288,1,45,6,8,0.51,4,1
289,2,165,8,9,0.524375,5,1
290,1,39,1,1,0.024375,1,1
291,2,15,3,4,0.09,4,1
292,1,12,2,2,0.0475,2,1
293,3,26,4,5,0.259375,3,1
294,2,19821,4,4,0.09,4,0
296,1,159.3,2,6,0.1775,5,1
297,2,307.4,3,5,0.159375,4,1
298,1,138.2,3,3,0.119375,2,0
299,4,647,13,9,0.224375,8,0
300,3,322,6,5,0.409375,2,0
301,2,906,8,15,1.234375,6,0
302,4,369,6,10,0.4375,6,0
303,6,486,6,8,0.16,8,0
304,1,21,1,1,0.024375,1,0
305,2,51.99,1,2,0.0975,1,0
306,1,68.99,1,3,0.219375,1,0
307,5,154.98,1,10,1.9875,2,0
308,1,1113,3,4,0.14,3,0
309,1,1075.6,4,6,0.3275,3,0
310,1,576,4,5,0.309375,2,0
311,4,944,1,38,1.7975,18,0
312,1,1608,2,2,0.0475,2,0
313,1,575,2,4,0.39,1,0
314,1,116,1,1,0.024375,1,0
315,1,633.8,3,5,0.159375,4,0
316,1,240,3,16,6.24,1,0
317,1,47,1,3,0.119375,2,0
318,2,10000,5,5,0.409375,2,0
319,4,499.7,3,6,0.3275,3,0
320,1,4.97,1,3,0.219375,1,0
321,1,34.27,1,1,0.024375,1,0
323,5,84.9,1,5,0.159375,4,0
324,3,177.8,2,7,0.344375,4,0
325,9,813.7,4,39,7.224375,7,0
326,4,43,1,7,0.194375,6,0
327,1,99.8,2,1,0.024375,1,0
328,1,334,4,5,0.159375,4,0
329,1,874,3,2,0.0475,2,0
330,1,335,1,1,0.024375,1,0
331,4,107,3,9,0.974375,3,0
332,7,2025.5,2,11,0.999375,5,0
333,5,187,1,9,0.424375,5,0
334,5,268,2,9,0.424375,5,0
335,8,221,2,16,0.89,7,0
336,1,57,2,1,0.024375,1,0
337,1,112,2,1,0.024375,1,0
338,3,138,1,4,0.09,4,0
339,2,479.4,2,6,0.3275,3,0
340,1,85,1,1,0.024375,1,0
341,1,6874,5,15,1.334375,5,0
342,1,75,1,1,0.024375,1,0
343,1,508,1,1,0.024375,1,0
344,1,1556,1,3,0.219375,1,0
345,1,376,1,1,0.024375,1,0
346,1,104.5,1,1,0.024375,1,0
347,2,915,4,4,0.14,3,0
348,3,105,7,9,0.374375,6,0
350,3,356,7,10,0.3875,7,0
351,3,44,1,5,0.159375,4,0
352,3,537,5,18,1.2475,8,0
353,2,346,8,11,0.349375,8,0
354,1,168,6,8,0.26,6,0
355,2,436,9,13,0.619375,7,0
356,2,420,6,10,0.3875,6,0
357,2,1500,7,12,0.61,7,0
359,3,101.98,4,3,0.069375,3,0
360,4,44.94,6,6,0.1775,5,0
361,1,6,1,2,0.0975,1,0
362,3,44.1,1,3,0.069375,3,0
363,2,131.3,2,7,0.494375,3,0
364,1,48,1,2,0.0475,2,0
365,2,50,1,2,0.0475,2,0
366,1,84,1,1,0.024375,1,0
367,1,8,1,2,0.0975,1,0
368,1,11.4,1,1,0.024375,1,0
369,1,43,1,1,0.024375,1,0
370,4,986,2,11,0.399375,7,0
371,4,94,1,13,0.619375,7,0
372,3,183,2,3,0.069375,3,0
373,2,180,1,2,0.0975,1,0
374,6,658,1,13,0.569375,9,0
375,1,90,3,1,0.024375,1,0
376,1,150,1,2,0.0975,1,0
377,3,135.6,3,5,0.159375,4,0
378,7,213.5,2,17,0.594375,11,0
379,9,414.3,3,26,1.5775,13,0
380,2,83,1,11,1.449375,2,0
381,1,23,1,1,0.024375,1,0
382,6,221,1,14,0.4275,10,0
383,1,53,1,1,0.024375,1,0
384,8,1784.3,5,20,0.75,12,1
385,1,94.8,1,1,0.024375,1,0
386,1,15.99,1,1,0.024375,1,0
387,1,20,1,1,0.024375,1,0
388,2,599,2,8,0.51,4,1
389,3,1610.5,2,13,0.869375,6,0
390,2,484,4,11,0.699375,5,0
391,4,159.6,2,6,0.4275,3,0
392,2,5990,7,15,1.484375,6,1
393,7,2386,1,18,0.8475,10,0
394,2,407.99,2,4,0.24,2,0
395,1,103.76,1,3,0.119375,2,0
397,2,190,1,3,0.119375,2,0
398,1,121,1,2,0.0475,2,0
400,1,24,2,4,0.19,2,0
401,1,120,1,3,0.069375,3,0
402,2,130,4,7,0.194375,6,0
403,2,984,2,5,0.409375,2,0
404,3,798,1,13,2.519375,3,0
405,3,2171,2,74,25.6775,8,0
406,3,4726,1,4,0.09,4,0
407,2,5698,2,21,3.099375,6,0
408,3,11367,3,25,3.784375,8,0
409,3,24076,4,39,6.274375,11,0
410,1,613.3,1,7,0.644375,3,0
411,24,26120.2,17,172,107.71,18,0
412,5,1702,2,5,0.109375,5,0
413,3,7592.4,7,22,0.9975,11,0
414,4,366,1,13,2.019375,5,0
415,2,3734.4,5,8,0.31,5,0
416,22,4963,1,52,2.81,22,0
417,10,1611.4,2,29,1.949375,12,0
418,9,1000.9,2,27,2.069375,11,0
419,5,498,2,7,0.144375,7,0
420,2,213.1,2,2,0.0475,2,0
421,6,665,1,13,0.569375,9,0
422,3,486.7,2,6,0.2275,4,0
423,2,54.9,1,2,0.0475,2,0
424,2,402.5,4,7,0.494375,3,0
425,4,1089,6,12,0.41,9,0
427,23,6983.8,6,98,14.5475,25,0
430,1,70,2,3,0.069375,3,0
431,1,143.5,1,3,0.119375,2,0
432,4,898,2,4,0.24,2,0
433,1,34,1,3,0.219375,1,0
434,3,2464.8,5,9,1.224375,3,0
435,1,58.4,1,2,0.0475,2,0
436,4,1102.4,9,21,1.049375,9,0
437,2,76,1,4,0.09,4,0
438,8,44.6,3,12,0.56,8,0
439,8,846.1,1,18,0.9975,8,0
440,2,903,1,3,0.119375,2,0
441,2,358,3,6,0.1775,5,1
442,1,560,7,12,0.61,6,0
443,2,259,1,8,0.36,5,0
444,1,455,1,6,0.4775,2,0
445,1,159.2,1,1,0.024375,1,0
446,1,4,1,1,0.024375,1,0
447,1,17,1,2,0.0475,2,0
448,6,2093,1,33,2.444375,12,0
449,5,463,1,9,0.274375,7,0
450,1,837,2,2,0.0975,1,0
451,2,1291,3,3,0.119375,2,0
452,1,944,7,9,0.524375,4,0
453,3,1269,1,15,0.784375,8,0
454,5,1014,6,14,0.5275,9,0
455,1,29.99,1,1,0.024375,1,0
456,9,4990,1,28,2.71,14,0
457,2,463.5,5,11,0.449375,7,0
458,1,273,4,7,0.244375,5,0
460,1,1815,1,1,0.024375,1,0
461,2,145,1,2,0.0475,2,0
462,4,973,2,8,0.36,5,0
463,2,1204,2,7,0.644375,3,0
464,3,65,2,3,0.219375,1,0
465,1,12,2,2,0.0975,1,0
466,4,7207.34,3,5,0.259375,3,0
467,3,97.84,2,4,0.09,4,1
468,1,7,2,2,0.0975,1,0
469,2,556,1,3,0.219375,1,0
470,29,9152,5,191,81.824375,22,0
471,2,16131,4,28,5.66,6,0
472,7,680,1,15,0.634375,10,0
473,3,64,2,7,0.344375,4,0
474,4,1511.3,1,69,80.099375,3,0
475,4,407.5,3,32,7.01,8,1
476,2,13,3,3,0.069375,3,0
477,7,3001.2,1,10,0.3875,6,1
478,2,11,1,3,0.119375,2,0
479,1,16,1,1,0.024375,1,0
480,1,8,1,1,0.024375,1,1
481,2,659,8,10,0.6875,4,0
482,1,1477,11,16,2.39,3,0
483,1,106,2,4,0.14,3,0
484,2,5426,3,3,0.219375,1,0
485,1,273.5,1,1,0.024375,1,0
486,1,22.6,1,1,0.024375,1,0
487,4,7222,1,8,0.66,4,0
488,2,726.83,3,6,0.1775,5,0
489,3,568.98,2,10,0.3875,7,0
491,2,16.98,1,2,0.0475,2,0
493,7,758,2,17,4.844375,3,0
494,2,151,1,3,0.119375,2,0
495,2,196,1,5,0.209375,3,0
496,7,1660,2,17,0.894375,10,0
497,10,12135.6,13,116,29.89,14,0
498,1,64,1,1,0.024375,1,0
499,6,19147.4,12,36,3.19,12,0
500,3,110,3,3,0.069375,3,0
501,17,3708.5,1,120,39.85,16,0
503,14,1344.5,4,38,2.5975,18,0
504,13,4220,3,60,14.95,13,1
505,4,1745,2,32,15.01,3,0
506,9,2022,2,12,0.91,5,0
507,5,905,1,7,0.294375,4,0
508,1,23,2,2,0.0975,1,0
509,1,381,1,2,0.0475,2,0
510,1,32,1,1,0.024375,1,1
511,1,5.99,1,1,0.024375,1,0
513,3,652,2,7,0.144375,7,0
514,1,12,2,4,0.09,4,0
515,1,6815,4,4,0.14,3,0
516,39,7021,4,309,53.349375,33,0
517,6,967,1,7,0.144375,7,0
518,4,397,1,27,1.569375,13,1
519,4,1243.3,2,11,0.549375,7,0
521,2,716,1,8,0.56,3,0
522,9,203,1,20,2.3,6,1
523,6,303.3,5,27,1.419375,16,0
524,6,909,2,21,1.049375,11,1
525,3,226,2,5,0.109375,5,0
526,1,350,1,4,0.09,4,0
527,3,155,1,5,0.259375,3,0
529,19,4654.6,6,104,21.99,20,0
530,10,670,2,31,7.424375,9,0
531,2,152,3,6,0.3275,3,0
532,3,92,1,9,0.424375,5,0
533,8,538,1,15,0.534375,10,0
535,4,376,1,15,0.584375,10,0
536,3,340,1,8,0.51,4,0
537,5,666,3,10,0.6375,5,0
538,8,269.7,2,10,0.2875,8,0
539,2,8,1,2,0.0475,2,0
540,2,607,2,4,0.09,4,0
541,3,3272,5,16,1.99,5,0
542,4,2040,2,9,0.324375,6,0
543,3,10669,4,5,0.159375,4,1
544,5,2079,4,9,0.324375,7,0
545,2,12,1,2,0.0475,2,0
546,2,2916,2,11,0.649375,5,0
547,2,20955,3,97,68.694375,7,0
548,5,2888,2,13,0.469375,8,0
549,16,2138,3,32,2.36,12,0
550,30,6918,2,197,34.569375,35,0
551,17,2719,2,41,14.824375,7,1
